,index,Date,Time,Location,Operator,Route,Flight#,Type,Registration,Serial#,Aboard,Fatalities,Ground,Summary
3570,3570,1985/08/15,0,"Aden, Yemen",Alyemda Airlines,Aden - Abu Dahbi,8544,Boeing 707-336C,WL-WYM,20374/838,73.0,3.0,0.0,"As the plane reached FL230, water was spilled on the autopilot panel and the crew had to disengage the autopilot because the stabilizer trim wheel started to rotate. Control was lost as the plane pitched up and down. Control was regained at 1,000 ft. and an emergency landing was carried out."
3571,3571,1985/08/20,02:05:00,"Gulkana, Alaska",Air Taxi - Jet Alaska,"Anchorage, AK - Gulkana, AK",6168,Learjet 24D,GO-QQL,1973,3.0,3.0,0.0,"During a night arrival, the flight was on an instrument approach to the Gulkana Airport when radio contact with the aircraft was lost. Search was initiated & the wreckage was found 7.4 mi north of the terminal VORr on the 330 deg radial.  Improper IFR procedure. Minimum descent altitude not maintained."
3572,3572,1985/08/22,06:13:00,"Manchester, England",British Airtours,Manchester - Kerkira,3701,Boeing B-737-236,WX-IGQ,22033/743,137.0,55.0,0.0,"During takeoff from Manchester, failure of the No. 9 combustor on the port engine resulted in its ejection from the engine and fracturing of the fuel tank access panel and resulting fire. The fire spread into the cabin incapacitating and killing passengers due to toxismoke. Thermal metal fatigue of the combustor. Slow braking, using reverse thrust and turning the aircraft to starboard, sideways to a prevailing wind, all helped to feed the flames. The aircraft was named 'River Orrin.'"
3573,3573,1985/08/25,22:05:00,"Auburn, Maine",Bar Harbor Airlines,"Boston, MA - Auburn, ME",1902,Beechcraft 99,WG-YJO,U-22,8.0,8.0,0.0,"While on approach, ATC noticed the flight was east of course and the crew was given instructions to correct.   The crew then tried, unsuccessfully to intercept the glideslope. The plane struck trees and crashed short and right of the runway centerline. The pilot's continuation of an unstabilized approach which resulted in a descent below glideslope. Improper IFR procedure by pilot. Missed approach not performed. Decision height not identified. Samantha Smith, 13, along with her father were killed. She became famous for writing to Soviet leader Yuri Andropov about her fear of nuclear war. She later visited him in Moscow."
3574,3574,1985/08/27,0,"Beale AFB, California",Military - U.S. Air Force,Training,6909,Boeing KC-135A,SR-KUT,17931,7.0,7.0,0.0,Crashed while trying to land with 3 engines.
3575,3575,1985/08/30,0,"Kokoda, Papua New Guinea",Douglas Airways,/,4744,Britten-Norman BN-2A Islander,XV-FGU,67,5.0,3.0,0.0,/
3576,3576,1985/09/04,11:00:00,"Near Kandahar, Afghanistan",Ariana Afghan Airlines,Kandahar - Farah,1740,Antonov AN-26,ZS-ZQK,57314106,52.0,52.0,0.0,Shot down by rebels with a ground-to-air missile while flying at FL130.
3577,3577,1985/09/06,15:21:00,"Milwaukee, Wisconsin",Midwest Express,Milwaukee - Atlanta,3340,McDonnell Douglas DC-9-14,RQ-ZAH,47309/393,31.0,31.0,0.0,The aircraft stalled and dove into the ground as it  took off.  Failure of right engine after compressor spacer failure precipitated by a fatigue crack. The crew's improper use of flight controls in response to the catastrophifailure of the right engine during a critical phase of flight which led to an accelerated stall and loss of control of the airplane. Contributing to the loss of control was a lack of crew coordination in response to the emergency.
3578,3578,1985/09/22,0,Afghanistan,Military - Soviet Air Force,/,9292,Antonov AN-12,HI-YOA,6369,26.0,26.0,0.0,Shot down by Afghan rebels.
3579,3579,1985/09/23,10:20:00,"Grottoes Grove, Virginia",Air Taxi - Henson Airlines,"Washington D.C. Baltimore, MD",2750,Beechcraft B99,ZE-WQT,U156,14.0,14.0,0.0,"The aircraft hit a mountain while on approach in level flight at an altitude of 2,400 feet. Navigational error by the crew resulting from their use of the incorrect navigational facility and their failure to adequately monitor the flight instruments. Improper IFR procedure. Lack of proper radio equipment. Playwright, Larry Shue, 39, killed."
3580,3580,1985/09/25,0,"Near Kharkov, Ukraine",MAP,Dnepropetrovsk - Moscow,9356,Antonov An-12,QQ-RDK,1901708,9.0,9.0,0.0,The plane crashed en route after a fire in the No. 1 engine which led to the seperation of the outer wing.
3581,3581,1985/09/29,12:30:00,"Jenkinsburg, Georgia",Air Carriers Express Services Inc,Parachuting,9011,Cessna 208 Caravan I,JN-SSP,208-00017,17.0,17.0,0.0,Lost power and spiraled into the ground after takeoff. Contaminated fuel. Overloaded.
3582,3582,1985/10/04,0,"Tory Canal, New Zealand",Air Albatross,/,8902,Cessna 402B,PV-NKY,402B-0304,9.0,8.0,0.0,Crashed into power lines.
3583,3583,1985/10/09,19:00:00,"Vitória da Conquista, Brazil",Nordeste Linhas Aéreas,/,1895,Embraer 110C Bandeirante,PS-MPM,110090,2.0,2.0,0.0,The pilot of the cargo plane stayed at a low altitude after taking off in IMC conditons and crashed.
3584,3584,1985/10/10,01:00:00,"Off South Head, Australia",Pel Air,Sidney - Brisbane,2995,IAI 1124 Westwind,OY-EFA,371,2.0,2.0,0.0,"After attaining 5,000 ft. the cargo plane lost control crashed into Botany Bay after taking off from Sydney."
3585,3585,1985/10/11,0,"Near Beni, Bolivia",Sabeni,Beni - La Paz,9532,Curtiss C-46D,LK-TQE,32936,2.0,2.0,0.0,Crashed into mountains while en route.
3586,3586,1985/10/11,10:09:00,"Near Kutayissi, USSR",Aeroflot,/,8041,Yakovlev YAK-40,YI-ZCN,9230923,14.0,14.0,0.0,Crashed into a mountain slope after taking off in bad weather. Instructions to climb normally were delayed because of traffic.
3587,3587,1985/10/11,21:40:00,"Homer City, Pennsylvania",Mountain Air Cargo,State College - Pittsburgh,3714,de Havilland Canada DHC-6 Twin Otter 200,GX-UFI,192,1.0,1.0,0.0,The cargo plane struck high ground while en route. Pilot error. Altitude not maintained. Improper clearance.
3588,3588,1985/10/12,0,"Putao, Myanmar",Burma Airways,/,3475,Fokker F-27 Friendship 600,XW-JUL,10501,4.0,4.0,0.0,The cargo plane overfew the runway and crashed one mile beyond the end.
3589,3589,1985/10/22,20:45:00,"Near Juneau, Alaska",Jet Alaska,Anchorage - Juneau,9298,Learjet 24XR,MC-MMJ,24-265,4.0,4.0,0.0,"The air ambulance crashed into a mountain at 3,500 ft. while attempting to land. Crew became lost and disoriented and made a premature descent."
3590,3590,1985/11/01,09:50:00,"Bethel, Alaska",Air Taxi- Hermans Air Inc.,"Bethel, AK - Chevak, AK",4198,Cessna 208,IK-PFE,208-00006,4.0,2.0,0.0,A total loss of power was experienced on takeoff due to the fuel selectors being in the off position. The pilot attempted to restart the engine during which time the aircraft entered a stall and collided with the terrain. Checklist not used. Fuel tank selector in wrong position.
3591,3591,1985/11/15,0,"Dothan, Alabama",Military - U.S. Air Force,Test flight,1475,Convair CV-340,OY-SNG,221,4.0,4.0,0.0,Crashed during a test flight.
3592,3592,1985/11/16,0,"Quinhagaki, Alaska",Air Taxi,"Bethel, AK - Quinhagaki, AK",8075,Piper PA-32-300,ED-UEB,3016,7.0,4.0,0.0,The aircraft crashed on the frozen level tundra at night while on a part 135 air taxi flight. The investigation revealed the commercial rated air taxi pilot did not have a 135 air taxi check ride or competency check. The pilot's certificate prohibited him to carry passengers for hire at night or more than 50 mile cross country flight. At time of the accident the weather was below VFR conditions and the pilot did not receive a weather briefing. Continued VFR flight into IMC.
3593,3593,1985/11/21,0,"Near Sibyak, Indonesia",Military - Indonesian Air Force,/,7854,Lockheed C-130H Hercules,WT-TLC,4898,11.0,11.0,0.0,Crashed into a mountain.
3594,3594,1985/11/24,20:15:00,"Luqa, Malta",EgyptAir,Athens - Cairo,9798,Boeing B-737-266,BM-KCG,21191/450,103.0,60.0,0.0,"Hijacking. While on the ground at Malta to refuel the aircraft was stormed by Egyptian forces. During the fight, several hand grenades were thrown into the cabin causing a fire."
3595,3595,1985/11/25,0,"Near Luassingua, Angola",Military - Angolan Air Force,/,6621,Antonov AN-26,FP-MKT,686,22.0,22.0,0.0,Shot down by South African anti-aircraft fire.
3596,3596,1985/12/12,06:45:00,"Gander, Newfoundland, Canada",Arrow Airways,"Gander - Fort Campbell, KY",1080,McDonnell Douglas DC-8 Super 63PF,PV-MNE,46058/433,256.0,256.0,0.0,"The aircraft stalled and crashed during takeoff. Two-hundred-forty-four members of the 101st Airborne Division from Fort Campbell, Kentucky  were killed in the accident. There is controversy surrounding this crash. The majority opinion of the board was that the cause of the sequence leading up to the stall and crash could not be determined, with icing a possibility. The minority opinion was that the crash was possibly caused by detonation of an explosive device of unknown origin in a cargo compartment which led to an in-flight fire and loss of control of the aircraft."
3597,3597,1985/12/30,0,Nepal,Military - Royal Nepalese Air Force,/,3045,Short SC7- Skyvan,NJ-VMW,SH-1978,25.0,25.0,0.0,/
3598,3598,1985/12/31,17:14:00,"De Kalb, Texas",Private,Guntersville - Dallas/Ft. Worth,4168,Douglas DC-3,QC-KMR,13658,9.0,7.0,0.0,"The plane crash landed into a field and struck a pole then continued into trees after dense smoke filled the plane and cockpit. The fire most likely started in a defective cabin heater but was not determined for sure. Singer Rick Nelson, 45, fiancée Helen Blair, 27, soundman Clark Russell and the members of his back-up group The Stone Canyon Band, Andy Chapin, 20, Rick Intveld, 22, Bobby Neal, 38, and Patrick Woodward, 35 were killed. Both pilots survived after climbing out the cockpit windows. Nelson had purchased the DC-3 in May 1985 from Jerry Lee Lewis and the craft had been forced to make two emergency landings in the previous six months. Nelson and his band were en route to perform at the half-time festivities at the Cotton Bowl."
3599,3599,1986/01/18,08:00:00,"Near Peten, Guatemala",Aerovias de Guatemala SA,Guatemala City - Flores,9283,Sud-Aviation  Caravelle VI-N,WS-IKE,040,87.0,87.0,0.0,"After initiating an overshoot and attempting to land for a second time, the plane crashed into a hilly area in the jungle. There were low lying clouds in the area."
3600,3600,1986/01/21,04:25:00,"Ellendale, Minnesota",Air Taxi,/,4094,Bell 296B,HK-OGN,425,3.0,3.0,0.0,"The purpose of the flight was to take a news crew to a location to cover a story. The news crew had attempted to hire another helicopter, but that operator refused due to forecast low visibility. This pilot, however, agreed to fly. Although he was certified for instrument flight in airplanes, the pilot was not qualified for instrument flight in helicopters, nor was the helicopter certified for instrument flight. The helicopter crashed & burned approximately 100' from the highway near a power line crossing. Impact occurred while the helicopter was in a shallow descent, heading away from the highway & parallel with the power line. Continued VFR flight into IMC. Overconfidence in personal ability."
3601,3601,1986/01/28,07:45:00,"Sao Paulo, Brazil",VASP,Sao Paulo - Belo Horizonte,3698,Boeing B-737-2A1,IU-KGY,20096/190,72.0,1.0,0.0,The crew accidently tried to take off from a taxiway. The takeoff was aborted but the aircraft overran the runway and collided with a embankment and broke in two. There was heavy fog in the area.
3602,3602,1986/01/29,0,"Las Lomitas, Mexico",Aerocalifornia,Villa Constitucion - Los Mochis,2555,Douglas DC-3A-178,RX-BWE,1547,21.0,21.0,0.0,The plane tried to land at Los Mochis but had to divert to Las Lomitas because of fog. The airport was not approved for commercial flights and the plane crashed into a hill near the airport while attempting to land.
3603,3603,1986/02/05,0,"Kasongo, Zaire",GLM Aviation,/,6280,Lockheed L-188AF Electra,ZR-OIA,1045,14.0,2.0,0.0,Crashed while attempting to make a forced landing.
3604,3604,1986/02/16,0,"Off Makung, Taiwan",China Airlines (Taiwan),Taipei - Makung,7520,Boeing B-737-281,QT-IHP,20226/168,13.0,13.0,0.0,The aircraft crashed into the sea during an attempted go-around after a missed landing attempt due to a burst nose gear tire.
3605,3605,1986/03/02,03:03:00,"Near Bugulma, Russia",Aeroflot,/,5459,Antonov AN-24B,WM-IVL,07304108,38.0,38.0,0.0,"The aircraft entered a left bank and turn, stalled and crashed 5 miles short of the runway. Failure of the autofeather sensor circuit breaker caused propellers to feather."
3606,3606,1986/03/03,0,"Bern, Switzerland",Taxair,/,8933,Cessna 425 Conquest,TN-YZY,7129,8.0,8.0,0.0,/
3607,3607,1986/03/13,22:15:00,"Alpena, Michigan",Simmons Airlines,"Detroit, MI - Alpena, MI",8956,Embraer 110P1 Bandeirante,HY-OIQ,110370,9.0,3.0,0.0,"After a missed approach due to bad weather, the plane was cleared for an ILS approach but crashed in a wooded area, short of the runway. The flight crew's continued descent of the airplane below the glideslope and through the published decision height without obtaining visual reference of the runway for undetermined reasons."
3608,3608,1986/03/20,0,"Near Naha, Indonesia",Merpati Nusantara Airlines,/,5031,CASA 212 Aviocar 100,MD-QIZ,108/15N,16.0,2.0,0.0,"Crashed into high ground at 1, 900 ft. while flying IFR in rain."
3609,3609,1986/03/24,09:55:00,"Goose Bay, Newfoundland, Canada",Goose Bay Air Services,Snegamook Lake - Goose Bay,8945,de Havilland Canada DHC-3 Otter,LH-YHT,400,5.0,4.0,0.0,"A fatigue initiated crack in the number nine cylinder head caused the engine to run rough and lose power. While the pilot was manoeuvring for the precautionary landing in whiteout conditions, the aircraft crashed. At impact, the fuel cells ruptured, and a fire erupted which destroyed the aircraft."
3610,3610,1986/03/25,0,"Omsk, Soviet Union",Ministerstvo Obshchestvo Mashinostroyeniya,/,6666,Antonov An-12AP,VZ-OHT,1400103,9.0,9.0,0.0,"Undershot the runway, overturned and caught fire."
3611,3611,1986/03/27,0,"Bangui, Central African Republic",Military - French Air Force,/,3661,Sepecat Jaguar A,MU-XLQ,5941,0.0,0.0,35.0,The jet fighter crashed into a school shortly after taking off after experiencing engine failure.
3612,3612,1986/03/30,10:15:00,"Near Pemba, Mozambique",Military - Mozambique Air Force,Pemba - Maputo,1051,Antonov AN-26,MW-ZIE,103,54.0,49.0,0.0,The aircraft crashed while making an emergency return to the airfield after experiencing engine failure on takeoff.
3613,3613,1986/03/31,09:11:00,"Maravatio, Mexico",Mexicana,Mexico City - Puerto Vallarta,1995,Boeing B-727-264,XD-GNB,22414/1748,167.0,167.0,0.0,"While climbing through 29,000 feet, an overheated tire exploded in the wheel well after takeoff and damaged the hydrauliand electrical systems of the aircraft. The plane lost control and crashed. The tire had been serviced with air rather than nitrogen. The air, under high temperature and pressure, resulted in a chemical reaction within the tire itself which led to a explosion of the tire."
3614,3614,1986/04/02,0,"Near Athens, Greece",Trans World Airlines,Rome - Athens,4351,Boeing B-727,ST-YRR,20845/1066,121.0,4.0,0.0,Detonation of a explosive device in the passenger compartment causing four passengers to be sucked out.  The plane landed safely at Athens. The plastiexplosive was left under a seat by a woman carrying a Lebanese passport.
3615,3615,1986/04/02,0,"Near Magdalena, New Mexico",Military - U.S. Air Force,/,4034,Lockheed HC-130P Hercules,JH-HGX,4161,11.0,11.0,0.0,Lost a wing in heavy turbulence at low altitude.
3616,3616,1986/04/27,08:35:00,"Near Saravena, Colombia",ACES Colombia,Bogota - Saravena,7302,de Havilland Canada DHC-6 Twin Otter 300,RO-JYY,780,13.0,13.0,0.0,"Crashed into a 8,500 ft. mountain in poor weather."
